PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2021,52,X,5.31232,X,X,X,X,X,X,3378,67,63588
States,Utah,2021,52,X,4.16064,X,X,X,X,X,X,748,47,17978
States,Vermont,2021,52,X,1.25677,X,X,X,X,X,X,58,13,4615
States,Virginia,2021,52,X,7.47692,X,X,X,X,X,X,10740,165,143642
States,Washington,2021,52,X,2.68772,X,X,X,X,X,X,897,70,33374
States,West Virginia,2021,52,X,2.11581,X,X,X,X,X,X,190,41,8980
States,Wisconsin,2021,52,X,2.49326,X,X,X,X,X,X,564,30,22621
States,Wyoming,2021,52,X,2.17856,X,X,X,X,X,X,51,12,2341
States,Commonwealth of the Northern Mariana Islands,2021,52,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,52,X,10.9259,X,X,X,X,X,X,295,8,2700
States,Virgin Islands,2021,52,X,0.867052,X,X,X,X,X,X,15,4,1730
States,New York City,2021,52,X,6.02388,X,X,X,X,X,X,5796,23,96217
States,Alabama,2022,1,X,4.4279,X,X,X,X,X,X,2712,107,61248
States,Alaska,2022,1,X,3.42376,X,X,X,X,X,X,130,12,3797
States,Arizona,2022,1,X,2.99396,X,X,X,X,X,X,337,28,11256
States,Arkansas,2022,1,X,3.12536,X,X,X,X,X,X,545,55,17438
States,California,2022,1,X,4.28269,X,X,X,X,X,X,5700,160,133094
States,Colorado,2022,1,X,3.30207,X,X,X,X,X,X,1535,82,46486
States,Connecticut,2022,1,X,3.07214,X,X,X,X,X,X,1591,72,51788
States,Delaware,2022,1,X,2.50447,X,X,X,X,X,X,210,15,8385
States,District of Columbia,2022,1,X,5.57908,X,X,X,X,X,X,303,4,5431
States,Florida,2022,1,X,6.0365,X,X,X,X,X,X,17671,356,292736
States,Georgia,2022,1,X,5.98401,X,X,X,X,X,X,5135,108,85812
States,Hawaii,2022,1,X,2.21993,X,X,X,X,X,X,43,14,1937
States,Idaho,2022,1,X,2.64924,X,X,X,X,X,X,225,33,8493
States,Illinois,2022,1,X,3.474,X,X,X,X,X,X,2692,183,77490
States,Indiana,2022,1,X,2.83201,X,X,X,X,X,X,1600,107,56497
States,Iowa,2022,1,X,3.84756,X,X,X,X,X,X,210,16,5458
States,Kansas,2022,1,X,3.28722,X,X,X,X,X,X,556,31,16914
States,Kentucky,2022,1,X,3.23512,X,X,X,X,X,X,1199,79,37062
States,Louisiana,2022,1,X,3.15124,X,X,X,X,X,X,1636,91,51916
States,Maine,2022,1,X,1.88548,X,X,X,X,X,X,271,52,14373
States,Maryland,2022,1,X,2.52929,X,X,X,X,X,X,177,24,6998
States,Massachusetts,2022,1,X,3.19645,X,X,X,X,X,X,2318,92,72518
States,Michigan,2022,1,X,1.80439,X,X,X,X,X,X,1368,154,75815
States,Minnesota,2022,1,X,2.74996,X,X,X,X,X,X,1060,74,38546
States,Mississippi,2022,1,X,6.5555,X,X,X,X,X,X,1203,34,18351
States,Missouri,2022,1,X,3.7961,X,X,X,X,X,X,1190,49,31348
States,Montana,2022,1,X,2.6988,X,X,X,X,X,X,187,30,6929
States,Nebraska,2022,1,X,3.96333,X,X,X,X,X,X,588,73,14836
States,Nevada,2022,1,X,3.61948,X,X,X,X,X,X,460,25,12709
States,New Hampshire,2022,1,X,0.589971,X,X,X,X,X,X,8,11,1356
States,New Jersey,2022,1,X,6.31208,X,X,X,X,X,X,1900,36,30101
States,New Mexico,2022,1,X,7.63969,X,X,X,X,X,X,1843,41,24124
States,New York,2022,1,X,3.40629,X,X,X,X,X,X,1880,122,55192
States,North Carolina,2022,1,X,3.35337,X,X,X,X,X,X,3610,140,107653
States,North Dakota,2022,1,X,7.40295,X,X,X,X,X,X,246,9,3323
States,Ohio,2022,1,X,4.92358,X,X,X,X,X,X,2300,89,46714
States,Oklahoma,2022,1,X,5.04388,X,X,X,X,X,X,546,20,10825
States,Oregon,2022,1,X,3.0369,X,X,X,X,X,X,1311,89,43169
States,Pennsylvania,2022,1,X,3.06365,X,X,X,X,X,X,2149,99,70145
States,Rhode Island,2022,1,X,1.45687,X,X,X,X,X,X,178,28,12218
States,South Carolina,2022,1,X,4.64613,X,X,X,X,X,X,1888,41,40636
States,South Dakota,2022,1,X,2.65068,X,X,X,X,X,X,263,31,9922
States,Tennessee,2022,1,X,4.78916,X,X,X,X,X,X,1640,107,34244
States,Texas,2022,1,X,5.91221,X,X,X,X,X,X,3529,69,59690
States,Utah,2022,1,X,3.77271,X,X,X,X,X,X,810,47,21470
States,Vermont,2022,1,X,1.58573,X,X,X,X,X,X,80,13,5045
States,Virginia,2022,1,X,6.64764,X,X,X,X,X,X,8315,164,125082
States,Washington,2022,1,X,3.33017,X,X,X,X,X,X,1367,70,41049
States,West Virginia,2022,1,X,1.45601,X,X,X,X,X,X,191,40,13118
States,Wisconsin,2022,1,X,2.11785,X,X,X,X,X,X,441,30,20823
States,Wyoming,2022,1,X,3.25158,X,X,X,X,X,X,118,13,3629
States,Commonwealth of the Northern Mariana Islands,2022,1,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,1,X,10.9606,X,X,X,X,X,X,259,7,2363
States,Virgin Islands,2022,1,X,2.59516,X,X,X,X,X,X,15,2,578
States,New York City,2022,1,X,3.89651,X,X,X,X,X,X,3327,28,85384
States,Alabama,2022,2,X,4.10157,X,X,X,X,X,X,2410,107,58758
States,Alaska,2022,2,X,2.79865,X,X,X,X,X,X,108,12,3859
States,Arizona,2022,2,X,3.4939,X,X,X,X,X,X,404,29,11563
States,Arkansas,2022,2,X,3.23195,X,X,X,X,X,X,560,54,17327
States,California,2022,2,X,3.40318,X,X,X,X,X,X,4320,159,126940
States,Colorado,2022,2,X,2.47374,X,X,X,X,X,X,1088,82,43982
States,Connecticut,2022,2,X,2.02956,X,X,X,X,X,X,887,72,43704
States,Delaware,2022,2,X,1.66836,X,X,X,X,X,X,131,16,7852
States,District of Columbia,2022,2,X,3.75421,X,X,X,X,X,X,223,4,5940
States,Florida,2022,2,X,4.5535,X,X,X,X,X,X,11733,357,257670
States,Georgia,2022,2,X,4.98429,X,X,X,X,X,X,3951,108,79269
States,Hawaii,2022,2,X,2.10912,X,X,X,X,X,X,46,14,2181
States,Idaho,2022,2,X,3.29237,X,X,X,X,X,X,351,34,10661
States,Illinois,2022,2,X,2.35864,X,X,X,X,X,X,1772,184,75128
States,Indiana,2022,2,X,2.68104,X,X,X,X,X,X,1482,107,55277
States,Iowa,2022,2,X,3.08688,X,X,X,X,X,X,167,17,5410
States,Kansas,2022,2,X,2.7593,X,X,X,X,X,X,506,32,18338
States,Kentucky,2022,2,X,3.20792,X,X,X,X,X,X,1221,81,38062
States,Louisiana,2022,2,X,2.71526,X,X,X,X,X,X,1245,91,45852
States,Maine,2022,2,X,1.72577,X,X,X,X,X,X,237,52,13733
States,Maryland,2022,2,X,2.14812,X,X,X,X,X,X,201,29,9357
States,Massachusetts,2022,2,X,1.94832,X,X,X,X,X,X,1238,93,63542
States,Michigan,2022,2,X,1.40913,X,X,X,X,X,X,989,155,70185
States,Minnesota,2022,2,X,2.40197,X,X,X,X,X,X,974,74,40550
States,Mississippi,2022,2,X,6.42637,X,X,X,X,X,X,1002,30,15592
States,Missouri,2022,2,X,4.42278,X,X,X,X,X,X,1293,49,29235
States,Montana,2022,2,X,2.52762,X,X,X,X,X,X,183,30,7240
States,Nebraska,2022,2,X,3.85161,X,X,X,X,X,X,570,73,14799
States,Nevada,2022,2,X,3.32691,X,X,X,X,X,X,397,23,11933
States,New Hampshire,2022,2,X,0.641026,X,X,X,X,X,X,9,11,1404
States,New Jersey,2022,2,X,3.73426,X,X,X,X,X,X,937,36,25092
States,New Mexico,2022,2,X,7.70986,X,X,X,X,X,X,1723,40,22348
States,New York,2022,2,X,2.50629,X,X,X,X,X,X,1165,122,46483
States,North Carolina,2022,2,X,2.94893,X,X,X,X,X,X,2999,141,101698
States,North Dakota,2022,2,X,5.99156,X,X,X,X,X,X,213,9,3555
States,Ohio,2022,2,X,3.73258,X,X,X,X,X,X,1666,83,44634
States,Oklahoma,2022,2,X,2.07196,X,X,X,X,X,X,334,18,16120
States,Oregon,2022,2,X,2.96226,X,X,X,X,X,X,1211,88,40881
States,Pennsylvania,2022,2,X,1.97116,X,X,X,X,X,X,1226,100,62197
States,Rhode Island,2022,2,X,1.12765,X,X,X,X,X,X,122,25,10819
States,South Carolina,2022,2,X,4.30397,X,X,X,X,X,X,1613,41,37477
States,South Dakota,2022,2,X,1.92404,X,X,X,X,X,X,193,31,10031
States,Tennessee,2022,2,X,3.84387,X,X,X,X,X,X,1358,108,35329
States,Texas,2022,2,X,5.75791,X,X,X,X,X,X,3413,74,59275
States,Utah,2022,2,X,3.73412,X,X,X,X,X,X,732,47,19603
States,Vermont,2022,2,X,1.13636,X,X,X,X,X,X,53,13,4664
States,Virginia,2022,2,X,5.02091,X,X,X,X,X,X,5558,164,110697
States,Washington,2022,2,X,3.02836,X,X,X,X,X,X,1225,70,40451
States,West Virginia,2022,2,X,1.6735,X,X,X,X,X,X,257,42,15357
States,Wisconsin,2022,2,X,1.64347,X,X,X,X,X,X,307,34,18680
States,Wyoming,2022,2,X,4.72548,X,X,X,X,X,X,173,12,3661
States,Commonwealth of the Northern Mariana Islands,2022,2,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,2,X,9.89418,X,X,X,X,X,X,187,6,1890
States,Virgin Islands,2022,2,X,1.28458,X,X,X,X,X,X,13,3,1012
States,New York City,2022,2,X,2.29673,X,X,X,X,X,X,1618,28,70448
States,Alabama,2022,3,X,3.41391,X,X,X,X,X,X,1795,109,52579
States,Alaska,2022,3,X,2.68633,X,X,X,X,X,X,102,12,3797
States,Arizona,2022,3,X,3.58688,X,X,X,X,X,X,340,29,9479
States,Arkansas,2022,3,X,2.87808,X,X,X,X,X,X,483,56,16782
States,California,2022,3,X,2.30607,X,X,X,X,X,X,2584,160,112052
States,Colorado,2022,3,X,2.02533,X,X,X,X,X,X,862,82,42561
States,Connecticut,2022,3,X,1.44726,X,X,X,X,X,X,583,76,40283
States,Delaware,2022,3,X,0.974072,X,X,X,X,X,X,68,16,6981
States,District of Columbia,2022,3,X,2.69208,X,X,X,X,X,X,137,4,5089
States,Florida,2022,3,X,3.49356,X,X,X,X,X,X,8141,357,233029
States,Georgia,2022,3,X,3.84408,X,X,X,X,X,X,2638,107,68625
States,Hawaii,2022,3,X,1.71401,X,X,X,X,X,X,35,16,2042
States,Idaho,2022,3,X,4.68549,X,X,X,X,X,X,473,32,10095
States,Illinois,2022,3,X,1.89885,X,X,X,X,X,X,1287,184,67778
States,Indiana,2022,3,X,2.11792,X,X,X,X,X,X,1097,107,51796
States,Iowa,2022,3,X,1.98223,X,X,X,X,X,X,87,13,4389
States,Kansas,2022,3,X,2.59422,X,X,X,X,X,X,413,31,15920
States,Kentucky,2022,3,X,3.33895,X,X,X,X,X,X,1109,79,33214
States,Louisiana,2022,3,X,2.11454,X,X,X,X,X,X,854,91,40387
States,Maine,2022,3,X,1.3551,X,X,X,X,X,X,176,52,12988
States,Maryland,2022,3,X,2.22926,X,X,X,X,X,X,169,27,7581
States,Massachusetts,2022,3,X,1.2028,X,X,X,X,X,X,717,93,59611
States,Michigan,2022,3,X,1.19563,X,X,X,X,X,X,823,155,68834
States,Minnesota,2022,3,X,2.05576,X,X,X,X,X,X,730,75,35510
States,Mississippi,2022,3,X,5.0536,X,X,X,X,X,X,693,33,13713
States,Missouri,2022,3,X,4.14506,X,X,X,X,X,X,1151,49,27768
States,Montana,2022,3,X,2.9517,X,X,X,X,X,X,198,30,6708
States,Nebraska,2022,3,X,3.14018,X,X,X,X,X,X,433,74,13789
States,Nevada,2022,3,X,3.04405,X,X,X,X,X,X,349,24,11465
States,New Hampshire,2022,3,X,0.659522,X,X,X,X,X,X,8,7,1213
States,New Jersey,2022,3,X,2.51613,X,X,X,X,X,X,589,36,23409
States,New Mexico,2022,3,X,6.04454,X,X,X,X,X,X,1311,41,21689
States,New York,2022,3,X,1.85408,X,X,X,X,X,X,847,122,45683
States,North Carolina,2022,3,X,2.35444,X,X,X,X,X,X,1964,141,83417
States,North Dakota,2022,3,X,4.9664,X,X,X,X,X,X,170,9,3423
States,Ohio,2022,3,X,2.95781,X,X,X,X,X,X,1198,86,40503
States,Oklahoma,2022,3,X,4.36976,X,X,X,X,X,X,433,20,9909
States,Oregon,2022,3,X,2.43859,X,X,X,X,X,X,956,89,39203
States,Pennsylvania,2022,3,X,1.448,X,X,X,X,X,X,823,98,56837
States,Rhode Island,2022,3,X,1.12485,X,X,X,X,X,X,111,25,9868
States,South Carolina,2022,3,X,3.12755,X,X,X,X,X,X,995,41,31814
States,South Dakota,2022,3,X,1.46712,X,X,X,X,X,X,137,31,9338
States,Tennessee,2022,3,X,3.30829,X,X,X,X,X,X,1079,109,32615
States,Texas,2022,3,X,4.86134,X,X,X,X,X,X,2491,73,51241
States,Utah,2022,3,X,2.81532,X,X,X,X,X,X,477,47,16943
States,Vermont,2022,3,X,0.720721,X,X,X,X,X,X,32,14,4440
States,Virginia,2022,3,X,3.86644,X,X,X,X,X,X,3533,164,91376
States,Washington,2022,3,X,2.54907,X,X,X,X,X,X,800,70,31384
States,West Virginia,2022,3,X,1.48206,X,X,X,X,X,X,171,42,11538
States,Wisconsin,2022,3,X,1.22768,X,X,X,X,X,X,209,34,17024
States,Wyoming,2022,3,X,5.06148,X,X,X,X,X,X,177,12,3497
States,Commonwealth of the Northern Mariana Islands,2022,3,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,3,X,7.45589,X,X,X,X,X,X,131,6,1757
States,Virgin Islands,2022,3,X,1.2939,X,X,X,X,X,X,7,2,541
States,New York City,2022,3,X,1.46659,X,X,X,X,X,X,982,28,66958
States,Alabama,2022,4,X,2.50952,X,X,X,X,X,X,1213,107,48336
States,Alaska,2022,4,X,1.97678,X,X,X,X,X,X,63,11,3187
States,Arizona,2022,4,X,2.15931,X,X,X,X,X,X,225,29,10420
States,Arkansas,2022,4,X,1.73751,X,X,X,X,X,X,289,56,16633
States,California,2022,4,X,1.71391,X,X,X,X,X,X,1958,158,114242
States,Colorado,2022,4,X,1.53293,X,X,X,X,X,X,622,82,40576
States,Connecticut,2022,4,X,0.996826,X,X,X,X,X,X,358,72,35914
States,Delaware,2022,4,X,0.673401,X,X,X,X,X,X,62,19,9207
States,District of Columbia,2022,4,X,2.43665,X,X,X,X,X,X,75,1,3078
States,Florida,2022,4,X,2.70909,X,X,X,X,X,X,5919,357,218487
States,Georgia,2022,4,X,2.71083,X,X,X,X,X,X,1884,104,69499
States,Hawaii,2022,4,X,1.79876,X,X,X,X,X,X,32,15,1779
States,Idaho,2022,4,X,2.26281,X,X,X,X,X,X,223,34,9855
States,Illinois,2022,4,X,1.47367,X,X,X,X,X,X,950,184,64465
States,Indiana,2022,4,X,1.48606,X,X,X,X,X,X,705,108,47441
States,Iowa,2022,4,X,2.3683,X,X,X,X,X,X,107,14,4518
States,Kansas,2022,4,X,2.00562,X,X,X,X,X,X,321,32,16005
States,Kentucky,2022,4,X,2.643,X,X,X,X,X,X,865,77,32728
States,Louisiana,2022,4,X,1.50911,X,X,X,X,X,X,575,91,38102
States,Maine,2022,4,X,0.933535,X,X,X,X,X,X,117,52,12533
States,Maryland,2022,4,X,1.24782,X,X,X,X,X,X,100,28,8014
States,Massachusetts,2022,4,X,0.833849,X,X,X,X,X,X,472,92,56605
States,Michigan,2022,4,X,0.970693,X,X,X,X,X,X,625,155,64387
States,Minnesota,2022,4,X,1.67997,X,X,X,X,X,X,587,74,34941
States,Mississippi,2022,4,X,4.49612,X,X,X,X,X,X,609,32,13545
States,Missouri,2022,4,X,2.94841,X,X,X,X,X,X,779,49,26421
States,Montana,2022,4,X,1.7562,X,X,X,X,X,X,119,30,6776
States,Nebraska,2022,4,X,2.047,X,X,X,X,X,X,277,74,13532
States,Nevada,2022,4,X,2.28944,X,X,X,X,X,X,246,24,10745
States,New Hampshire,2022,4,X,0.503597,X,X,X,X,X,X,7,10,1390
States,New Jersey,2022,4,X,2.14933,X,X,X,X,X,X,460,34,21402
States,New Mexico,2022,4,X,4.76023,X,X,X,X,X,X,947,40,19894
States,New York,2022,4,X,1.46417,X,X,X,X,X,X,621,124,42413
States,North Carolina,2022,4,X,1.46495,X,X,X,X,X,X,1283,142,87580
States,North Dakota,2022,4,X,3.92328,X,X,X,X,X,X,90,9,2294
States,Ohio,2022,4,X,2.35955,X,X,X,X,X,X,937,86,39711
States,Oklahoma,2022,4,X,3.29064,X,X,X,X,X,X,298,19,9056
States,Oregon,2022,4,X,1.62922,X,X,X,X,X,X,591,79,36275
States,Pennsylvania,2022,4,X,1.09395,X,X,X,X,X,X,612,98,55944
States,Rhode Island,2022,4,X,0.867331,X,X,X,X,X,X,81,26,9339
States,South Carolina,2022,4,X,1.93492,X,X,X,X,X,X,638,41,32973
States,South Dakota,2022,4,X,1.11356,X,X,X,X,X,X,96,31,8621
States,Tennessee,2022,4,X,2.48079,X,X,X,X,X,X,833,109,33578
States,Texas,2022,4,X,3.24956,X,X,X,X,X,X,1611,71,49576
States,Utah,2022,4,X,2.12123,X,X,X,X,X,X,358,47,16877
States,Vermont,2022,4,X,0.841424,X,X,X,X,X,X,39,14,4635
States,Virginia,2022,4,X,2.47125,X,X,X,X,X,X,2209,164,89388
States,Washington,2022,4,X,2.04784,X,X,X,X,X,X,690,70,33694
States,West Virginia,2022,4,X,1.42096,X,X,X,X,X,X,208,40,14638
States,Wisconsin,2022,4,X,0.843526,X,X,X,X,X,X,140,34,16597
States,Wyoming,2022,4,X,5.07678,X,X,X,X,X,X,162,12,3191
States,Commonwealth of the Northern Mariana Islands,2022,4,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,4,X,5.36468,X,X,X,X,X,X,89,6,1659
States,Virgin Islands,2022,4,X,0.615385,X,X,X,X,X,X,6,3,975
States,New York City,2022,4,X,1.20774,X,X,X,X,X,X,781,29,64666
States,Alabama,2022,5,X,2.00159,X,X,X,X,X,X,756,100,37770
States,Alaska,2022,5,X,1.51907,X,X,X,X,X,X,47,12,3094
States,Arizona,2022,5,X,1.79547,X,X,X,X,X,X,184,28,10248
States,Arkansas,2022,5,X,1.5673,X,X,X,X,X,X,204,54,13016
States,California,2022,5,X,1.37029,X,X,X,X,X,X,1503,159,109685
States,Colorado,2022,5,X,1.32377,X,X,X,X,X,X,500,82,37771
States,Connecticut,2022,5,X,0.819448,X,X,X,X,X,X,300,72,36610
States,Delaware,2022,5,X,0.377992,X,X,X,X,X,X,36,19,9524
States,District of Columbia,2022,5,X,1.53417,X,X,X,X,X,X,44,1,2868
States,Florida,2022,5,X,2.34413,X,X,X,X,X,X,5104,355,217735
States,Georgia,2022,5,X,2.17281,X,X,X,X,X,X,1496,106,68851
States,Hawaii,2022,5,X,0.94392,X,X,X,X,X,X,17,15,1801
States,Idaho,2022,5,X,1.5444,X,X,X,X,X,X,144,34,9324
States,Illinois,2022,5,X,1.10343,X,X,X,X,X,X,635,177,57548
States,Indiana,2022,5,X,1.17726,X,X,X,X,X,X,494,106,41962
States,Iowa,2022,5,X,3.26855,X,X,X,X,X,X,111,12,3396
States,Kansas,2022,5,X,1.83996,X,X,X,X,X,X,235,29,12772
States,Kentucky,2022,5,X,1.95888,X,X,X,X,X,X,566,75,28894
States,Louisiana,2022,5,X,1.29536,X,X,X,X,X,X,473,91,36515
States,Maine,2022,5,X,0.885945,X,X,X,X,X,X,103,51,11626
States,Maryland,2022,5,X,1.74375,X,X,X,X,X,X,141,30,8086
States,Massachusetts,2022,5,X,0.741368,X,X,X,X,X,X,420,91,56652
States,Michigan,2022,5,X,0.889291,X,X,X,X,X,X,541,151,60835
States,Minnesota,2022,5,X,1.31311,X,X,X,X,X,X,439,73,33432
States,Mississippi,2022,5,X,3.63283,X,X,X,X,X,X,355,29,9772
States,Missouri,2022,5,X,2.20962,X,X,X,X,X,X,487,49,22040
States,Montana,2022,5,X,1.41162,X,X,X,X,X,X,94,30,6659
States,Nebraska,2022,5,X,2.18813,X,X,X,X,X,X,281,74,12842
States,Nevada,2022,5,X,1.95511,X,X,X,X,X,X,196,23,10025
States,New Hampshire,2022,5,X,0.17762,X,X,X,X,X,X,1,7,563
States,New Jersey,2022,5,X,1.75439,X,X,X,X,X,X,414,35,23598
States,New Mexico,2022,5,X,3.01328,X,X,X,X,X,X,547,40,18153
States,New York,2022,5,X,1.21541,X,X,X,X,X,X,477,119,39246
States,North Carolina,2022,5,X,1.19115,X,X,X,X,X,X,969,137,81350
States,North Dakota,2022,5,X,1.9595,X,X,X,X,X,X,60,9,3062
States,Ohio,2022,5,X,1.8596,X,X,X,X,X,X,591,74,31781
States,Oklahoma,2022,5,X,2.70625,X,X,X,X,X,X,206,20,7612
States,Oregon,2022,5,X,1.27571,X,X,X,X,X,X,464,88,36372
States,Pennsylvania,2022,5,X,0.874695,X,X,X,X,X,X,473,97,54076
States,Rhode Island,2022,5,X,0.506222,X,X,X,X,X,X,48,24,9482
States,South Carolina,2022,5,X,1.47093,X,X,X,X,X,X,449,37,30525
States,South Dakota,2022,5,X,0.987714,X,X,X,X,X,X,82,31,8302
States,Tennessee,2022,5,X,1.89237,X,X,X,X,X,X,595,108,31442
States,Texas,2022,5,X,2.55138,X,X,X,X,X,X,1023,69,40096
States,Utah,2022,5,X,1.79448,X,X,X,X,X,X,296,46,16495
States,Vermont,2022,5,X,0.765306,X,X,X,X,X,X,27,12,3528
States,Virginia,2022,5,X,1.66671,X,X,X,X,X,X,1406,166,84358
States,Washington,2022,5,X,1.25849,X,X,X,X,X,X,402,70,31943
States,West Virginia,2022,5,X,1.34458,X,X,X,X,X,X,153,38,11379
States,Wisconsin,2022,5,X,0.745393,X,X,X,X,X,X,127,34,17038
States,Wyoming,2022,5,X,2.31214,X,X,X,X,X,X,56,9,2422
States,Commonwealth of the Northern Mariana Islands,2022,5,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,5,X,7.96646,X,X,X,X,X,X,76,5,954
States,Virgin Islands,2022,5,X,0.511247,X,X,X,X,X,X,5,3,978
States,New York City,2022,5,X,0.898775,X,X,X,X,X,X,579,28,64421
States,Alabama,2022,6,X,1.32114,X,X,X,X,X,X,686,108,51925
States,Alaska,2022,6,X,1.63424,X,X,X,X,X,X,42,12,2570
States,Arizona,2022,6,X,1.69639,X,X,X,X,X,X,175,29,10316
States,Arkansas,2022,6,X,1.25929,X,X,X,X,X,X,200,55,15882
States,California,2022,6,X,1.13434,X,X,X,X,X,X,1292,156,113899
States,Colorado,2022,6,X,1.12951,X,X,X,X,X,X,459,82,40637
States,Connecticut,2022,6,X,0.704096,X,X,X,X,X,X,269,71,38205
States,Delaware,2022,6,X,0.613346,X,X,X,X,X,X,50,16,8152
States,District of Columbia,2022,6,X,1.99673,X,X,X,X,X,X,61,1,3055
States,Florida,2022,6,X,2.03858,X,X,X,X,X,X,4457,357,218633
States,Georgia,2022,6,X,1.90126,X,X,X,X,X,X,1329,105,69901
States,Hawaii,2022,6,X,0.605327,X,X,X,X,X,X,10,14,1652
States,Idaho,2022,6,X,1.81548,X,X,X,X,X,X,159,32,8758
States,Illinois,2022,6,X,0.974622,X,X,X,X,X,X,674,184,69155
States,Indiana,2022,6,X,0.893293,X,X,X,X,X,X,421,107,47129
States,Iowa,2022,6,X,2.44655,X,X,X,X,X,X,119,17,4864
States,Kansas,2022,6,X,1.97236,X,X,X,X,X,X,167,18,8467
States,Kentucky,2022,6,X,1.47176,X,X,X,X,X,X,482,78,32750
States,Louisiana,2022,6,X,1.10838,X,X,X,X,X,X,402,91,36269
States,Maine,2022,6,X,0.819734,X,X,X,X,X,X,109,52,13297
States,Maryland,2022,6,X,1.10321,X,X,X,X,X,X,90,29,8158
States,Massachusetts,2022,6,X,0.528629,X,X,X,X,X,X,332,92,62804
States,Michigan,2022,6,X,0.72711,X,X,X,X,X,X,505,155,69453
States,Minnesota,2022,6,X,1.28705,X,X,X,X,X,X,436,74,33876
States,Mississippi,2022,6,X,2.53823,X,X,X,X,X,X,327,33,12883
States,Missouri,2022,6,X,1.35238,X,X,X,X,X,X,337,49,24919
States,Montana,2022,6,X,1.28399,X,X,X,X,X,X,85,30,6620
States,Nebraska,2022,6,X,1.99909,X,X,X,X,X,X,265,74,13256
States,Nevada,2022,6,X,1.7004,X,X,X,X,X,X,163,23,9586
States,New Hampshire,2022,6,X,0.15083,X,X,X,X,X,X,2,10,1326
States,New Jersey,2022,6,X,1.8271,X,X,X,X,X,X,421,34,23042
States,New Mexico,2022,6,X,2.32807,X,X,X,X,X,X,414,38,17783
States,New York,2022,6,X,1.20981,X,X,X,X,X,X,561,125,46371
States,North Carolina,2022,6,X,0.858706,X,X,X,X,X,X,711,140,82799
States,North Dakota,2022,6,X,2.9971,X,X,X,X,X,X,93,9,3103
States,Ohio,2022,6,X,1.54696,X,X,X,X,X,X,641,85,41436
States,Oklahoma,2022,6,X,2.45343,X,X,X,X,X,X,216,20,8804
States,Oregon,2022,6,X,1.31615,X,X,X,X,X,X,476,88,36166
States,Pennsylvania,2022,6,X,0.806927,X,X,X,X,X,X,493,99,61096
States,Rhode Island,2022,6,X,0.46353,X,X,X,X,X,X,53,28,11434
States,South Carolina,2022,6,X,1.33972,X,X,X,X,X,X,414,40,30902
States,South Dakota,2022,6,X,0.933034,X,X,X,X,X,X,79,31,8467
States,Tennessee,2022,6,X,1.46289,X,X,X,X,X,X,475,109,32470
States,Texas,2022,6,X,2.21323,X,X,X,X,X,X,1001,74,45228
States,Utah,2022,6,X,1.79415,X,X,X,X,X,X,300,47,16721
States,Vermont,2022,6,X,0.534474,X,X,X,X,X,X,30,14,5613
States,Virginia,2022,6,X,1.38589,X,X,X,X,X,X,1186,167,85577
States,Washington,2022,6,X,1.20096,X,X,X,X,X,X,386,70,32141
States,West Virginia,2022,6,X,1.34206,X,X,X,X,X,X,164,37,12220
States,Wisconsin,2022,6,X,0.74847,X,X,X,X,X,X,137,34,18304
States,Wyoming,2022,6,X,2.7027,X,X,X,X,X,X,79,13,2923
States,Commonwealth of the Northern Mariana Islands,2022,6,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,6,X,4.28397,X,X,X,X,X,X,70,6,1634
States,Virgin Islands,2022,6,X,1.07317,X,X,X,X,X,X,11,3,1025
States,New York City,2022,6,X,0.933491,X,X,X,X,X,X,657,29,70381
States,Alabama,2022,7,X,1.57621,X,X,X,X,X,X,706,109,44791
States,Alaska,2022,7,X,0.973236,X,X,X,X,X,X,32,12,3288
States,Arizona,2022,7,X,1.6502,X,X,X,X,X,X,177,29,10726
States,Arkansas,2022,7,X,1.71817,X,X,X,X,X,X,268,56,15598
States,California,2022,7,X,0.995538,X,X,X,X,X,X,1109,153,111397
States,Colorado,2022,7,X,1.32537,X,X,X,X,X,X,539,83,40668
States,Connecticut,2022,7,X,0.692697,X,X,X,X,X,X,256,72,36957
States,Delaware,2022,7,X,0.470163,X,X,X,X,X,X,39,16,8295
States,District of Columbia,2022,7,X,2.6959,X,X,X,X,X,X,75,1,2782
States,Florida,2022,7,X,2.02099,X,X,X,X,X,X,4455,358,220437
States,Georgia,2022,7,X,1.91797,X,X,X,X,X,X,1364,106,71117
States,Hawaii,2022,7,X,0.634737,X,X,X,X,X,X,11,15,1733
States,Idaho,2022,7,X,2.27301,X,X,X,X,X,X,184,33,8095
