"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Iowa,2021,49,1443,52,0,3.6,3.6,0
States,Kansas,2021,49,250,2,0,0.8,0.8,0
States,Kentucky,2021,49,1993,94,1,4.77,4.72,0.05
States,Louisiana,2021,49,301,20,0,6.64,6.64,0
States,Maine,2021,49,466,43,0,9.23,9.23,0
States,Maryland,2021,49,1105,11,0,1,1,0
States,Massachusetts,2021,49,2108,183,3,8.82,8.68,0.14
States,Michigan,2021,49,1551,35,0,2.26,2.26,0
States,Minnesota,2021,49,5243,304,1,5.82,5.8,0.02
States,Mississippi,2021,49,115,6,1,6.09,5.22,0.87
States,Missouri,2021,49,4531,151,0,3.33,3.33,0
States,Montana,2021,49,794,21,0,2.64,2.64,0
States,Nebraska,2021,49,744,43,0,5.78,5.78,0
States,Nevada,2021,49,X,X,X,X,X,X
States,New Hampshire,2021,49,X,X,X,X,X,X
States,New Jersey,2021,49,X,X,X,X,X,X
States,New Mexico,2021,49,4377,91,0,2.08,2.08,0
States,New York,2021,49,6380,272,1,4.28,4.26,0.02
States,North Carolina,2021,49,X,X,X,X,X,X
States,North Dakota,2021,49,X,X,X,X,X,X
States,Ohio,2021,49,13147,314,8,2.45,2.39,0.06
States,Oklahoma,2021,49,857,33,0,3.85,3.85,0
States,Oregon,2021,49,4708,19,3,0.47,0.4,0.06
States,Pennsylvania,2021,49,1423,91,1,6.47,6.39,0.07
States,Rhode Island,2021,49,X,X,X,X,X,X
States,South Carolina,2021,49,1543,90,0,5.83,5.83,0
States,South Dakota,2021,49,947,8,0,0.84,0.84,0
States,Tennessee,2021,49,95,8,0,8.42,8.42,0
States,Texas,2021,49,7803,443,4,5.73,5.68,0.05
States,Utah,2021,49,X,X,X,X,X,X
States,Vermont,2021,49,342,34,1,10.23,9.94,0.29
States,Virginia,2021,49,576,25,2,4.69,4.34,0.35
States,Washington,2021,49,2228,17,0,0.76,0.76,0
States,West Virginia,2021,49,1686,47,0,2.79,2.79,0
States,Wisconsin,2021,49,11719,721,14,6.27,6.15,0.12
States,Wyoming,2021,49,X,X,X,X,X,X
States,Puerto Rico,2021,49,0,0,0,0,0,0
States,Virgin Islands,2021,49,X,X,X,X,X,X
States,New York City,2021,49,X,X,X,X,X,X
States,Alabama,2021,50,613,4,1,0.82,0.65,0.16
States,Alaska,2021,50,X,X,X,X,X,X
States,Arizona,2021,50,525,25,0,4.76,4.76,0
States,Arkansas,2021,50,422,14,3,4.03,3.32,0.71
States,California,2021,50,8459,216,5,2.61,2.55,0.06
States,Colorado,2021,50,2167,63,0,2.91,2.91,0
States,Connecticut,2021,50,2157,127,0,5.89,5.89,0
States,Delaware,2021,50,X,X,X,X,X,X
States,District of Columbia,2021,50,X,X,X,X,X,X
States,Florida,2021,50,709,58,1,8.32,8.18,0.14
States,Georgia,2021,50,2186,228,9,10.84,10.43,0.41
States,Hawaii,2021,50,690,3,0,0.43,0.43,0
States,Idaho,2021,50,216,1,1,0.93,0.46,0.46
States,Illinois,2021,50,483,13,0,2.69,2.69,0
States,Indiana,2021,50,808,31,0,3.84,3.84,0
States,Iowa,2021,50,1489,102,0,6.85,6.85,0
States,Kansas,2021,50,261,4,0,1.53,1.53,0
States,Kentucky,2021,50,2145,135,0,6.29,6.29,0
States,Louisiana,2021,50,341,13,0,3.81,3.81,0
States,Maine,2021,50,414,60,0,14.49,14.49,0
States,Maryland,2021,50,1536,26,0,1.69,1.69,0
States,Massachusetts,2021,50,2244,272,3,12.25,12.12,0.13
States,Michigan,2021,50,1490,44,0,2.95,2.95,0
States,Minnesota,2021,50,5915,693,0,11.72,11.72,0
States,Mississippi,2021,50,142,7,0,4.93,4.93,0
States,Missouri,2021,50,5063,286,1,5.67,5.65,0.02
States,Montana,2021,50,946,102,0,10.78,10.78,0
States,Nebraska,2021,50,998,79,0,7.92,7.92,0
States,Nevada,2021,50,X,X,X,X,X,X
States,New Hampshire,2021,50,X,X,X,X,X,X
States,New Jersey,2021,50,X,X,X,X,X,X
States,New Mexico,2021,50,4278,200,2,4.72,4.68,0.05
States,New York,2021,50,6579,405,2,6.19,6.16,0.03
States,North Carolina,2021,50,X,X,X,X,X,X
States,North Dakota,2021,50,X,X,X,X,X,X
States,Ohio,2021,50,17149,775,3,4.54,4.52,0.02
States,Oklahoma,2021,50,824,64,0,7.77,7.77,0
States,Oregon,2021,50,4877,12,6,0.37,0.25,0.12
States,Pennsylvania,2021,50,1498,185,0,12.35,12.35,0
States,Rhode Island,2021,50,X,X,X,X,X,X
States,South Carolina,2021,50,1476,80,1,5.49,5.42,0.07
States,South Dakota,2021,50,930,41,0,4.41,4.41,0
States,Tennessee,2021,50,107,19,0,17.76,17.76,0
States,Texas,2021,50,8741,722,5,8.32,8.26,0.06
States,Utah,2021,50,X,X,X,X,X,X
States,Vermont,2021,50,325,29,0,8.92,8.92,0
States,Virginia,2021,50,607,45,0,7.41,7.41,0
States,Washington,2021,50,2572,35,1,1.4,1.36,0.04
States,West Virginia,2021,50,1830,105,0,5.74,5.74,0
States,Wisconsin,2021,50,12497,1290,17,10.46,10.32,0.14
States,Wyoming,2021,50,11,0,0,0,0,0
States,Puerto Rico,2021,50,0,0,0,0,0,0
States,Virgin Islands,2021,50,X,X,X,X,X,X
States,New York City,2021,50,X,X,X,X,X,X
States,Alabama,2021,51,723,5,0,0.69,0.69,0
States,Alaska,2021,51,X,X,X,X,X,X
States,Arizona,2021,51,496,37,0,7.46,7.46,0
States,Arkansas,2021,51,347,18,1,5.48,5.19,0.29
States,California,2021,51,9090,205,4,2.3,2.26,0.04
States,Colorado,2021,51,2419,94,0,3.89,3.89,0
States,Connecticut,2021,51,2799,170,1,6.11,6.07,0.04
States,Delaware,2021,51,X,X,X,X,X,X
States,District of Columbia,2021,51,X,X,X,X,X,X
States,Florida,2021,51,751,49,0,6.52,6.52,0
States,Georgia,2021,51,2766,254,16,9.76,9.18,0.58
States,Hawaii,2021,51,876,1,0,0.11,0.11,0
States,Idaho,2021,51,228,11,1,5.26,4.82,0.44
States,Illinois,2021,51,617,12,1,2.11,1.94,0.16
States,Indiana,2021,51,822,47,0,5.72,5.72,0
States,Iowa,2021,51,1689,151,0,8.94,8.94,0
States,Kansas,2021,51,259,8,0,3.09,3.09,0
States,Kentucky,2021,51,4943,71,6,1.56,1.44,0.12
States,Louisiana,2021,51,386,10,1,2.85,2.59,0.26
States,Maine,2021,51,296,25,0,8.45,8.45,0
States,Maryland,2021,51,1948,38,0,1.95,1.95,0
States,Massachusetts,2021,51,2555,228,4,9.08,8.92,0.16
States,Michigan,2021,51,1593,93,0,5.84,5.84,0
States,Minnesota,2021,51,5853,877,0,14.98,14.98,0
States,Mississippi,2021,51,236,9,5,5.93,3.81,2.12
States,Missouri,2021,51,5692,365,0,6.41,6.41,0
States,Montana,2021,51,1440,155,0,10.76,10.76,0
States,Nebraska,2021,51,986,131,0,13.29,13.29,0
States,Nevada,2021,51,X,X,X,X,X,X
States,New Hampshire,2021,51,X,X,X,X,X,X
States,New Jersey,2021,51,X,X,X,X,X,X
States,New Mexico,2021,51,4047,223,2,5.56,5.51,0.05
States,New York,2021,51,7947,334,3,4.24,4.2,0.04
States,North Carolina,2021,51,X,X,X,X,X,X
States,North Dakota,2021,51,X,X,X,X,X,X
States,Ohio,2021,51,20228,632,4,3.14,3.12,0.02
States,Oklahoma,2021,51,866,69,0,7.97,7.97,0
States,Oregon,2021,51,4377,24,8,0.73,0.55,0.18
States,Pennsylvania,2021,51,1774,151,1,8.57,8.51,0.06
States,Rhode Island,2021,51,X,X,X,X,X,X
States,South Carolina,2021,51,1541,89,0,5.78,5.78,0
States,South Dakota,2021,51,1134,81,0,7.14,7.14,0
States,Tennessee,2021,51,159,29,0,18.24,18.24,0
States,Texas,2021,51,9472,685,9,7.33,7.23,0.1
States,Utah,2021,51,X,X,X,X,X,X
States,Vermont,2021,51,407,16,0,3.93,3.93,0
States,Virginia,2021,51,632,42,0,6.65,6.65,0
States,Washington,2021,51,3361,41,3,1.31,1.22,0.09
States,West Virginia,2021,51,1758,74,1,4.27,4.21,0.06
States,Wisconsin,2021,51,16954,1609,7,9.53,9.49,0.04
States,Wyoming,2021,51,12,3,0,25,25,0
States,Puerto Rico,2021,51,0,0,0,0,0,0
States,Virgin Islands,2021,51,X,X,X,X,X,X
States,New York City,2021,51,X,X,X,X,X,X
States,Alabama,2021,52,2649,6,0,0.23,0.23,0
States,Alaska,2021,52,X,X,X,X,X,X
States,Arizona,2021,52,548,25,0,4.56,4.56,0
States,Arkansas,2021,52,393,10,0,2.54,2.54,0
States,California,2021,52,6909,127,0,1.84,1.84,0
States,Colorado,2021,52,3157,72,0,2.28,2.28,0
States,Connecticut,2021,52,3109,129,1,4.18,4.15,0.03
States,Delaware,2021,52,X,X,X,X,X,X
States,District of Columbia,2021,52,X,X,X,X,X,X
States,Florida,2021,52,1496,57,2,3.94,3.81,0.13
States,Georgia,2021,52,3882,161,35,5.05,4.15,0.9
States,Hawaii,2021,52,1011,4,0,0.4,0.4,0
States,Idaho,2021,52,270,9,0,3.33,3.33,0
States,Illinois,2021,52,488,6,0,1.23,1.23,0
States,Indiana,2021,52,998,56,0,5.61,5.61,0
States,Iowa,2021,52,2202,141,1,6.45,6.4,0.05
States,Kansas,2021,52,389,14,0,3.6,3.6,0
States,Kentucky,2021,52,8601,102,2,1.21,1.19,0.02
States,Louisiana,2021,52,409,5,1,1.47,1.22,0.24
States,Maine,2021,52,362,18,0,4.97,4.97,0
States,Maryland,2021,52,1598,24,0,1.5,1.5,0
States,Massachusetts,2021,52,3303,189,2,5.78,5.72,0.06
States,Michigan,2021,52,2113,89,1,4.26,4.21,0.05
States,Minnesota,2021,52,6411,746,3,11.68,11.64,0.05
States,Mississippi,2021,52,155,2,3,3.23,1.29,1.94
States,Missouri,2021,52,5570,327,0,5.87,5.87,0
States,Montana,2021,52,1642,119,0,7.25,7.25,0
States,Nebraska,2021,52,881,84,0,9.53,9.53,0
States,Nevada,2021,52,X,X,X,X,X,X
States,New Hampshire,2021,52,X,X,X,X,X,X
States,New Jersey,2021,52,X,X,X,X,X,X
States,New Mexico,2021,52,5018,301,1,6.02,6,0.02
States,New York,2021,52,9437,250,6,2.71,2.65,0.06
States,North Carolina,2021,52,X,X,X,X,X,X
States,North Dakota,2021,52,X,X,X,X,X,X
States,Ohio,2021,52,17784,338,9,1.95,1.9,0.05
States,Oklahoma,2021,52,936,46,0,4.91,4.91,0
States,Oregon,2021,52,5300,31,8,0.74,0.58,0.15
States,Pennsylvania,2021,52,2238,135,0,6.03,6.03,0
States,Rhode Island,2021,52,X,X,X,X,X,X
States,South Carolina,2021,52,2383,59,0,2.48,2.48,0
States,South Dakota,2021,52,1839,169,2,9.3,9.19,0.11
States,Tennessee,2021,52,224,20,0,8.93,8.93,0
States,Texas,2021,52,12142,460,13,3.9,3.79,0.11
States,Utah,2021,52,X,X,X,X,X,X
States,Vermont,2021,52,450,8,0,1.78,1.78,0
States,Virginia,2021,52,1009,33,0,3.27,3.27,0
States,Washington,2021,52,3707,27,0,0.73,0.73,0
States,West Virginia,2021,52,2491,90,1,3.65,3.61,0.04
States,Wisconsin,2021,52,21392,1551,18,7.33,7.25,0.08
States,Wyoming,2021,52,15,2,0,13.33,13.33,0
States,Puerto Rico,2021,52,0,0,0,0,0,0
States,Virgin Islands,2021,52,X,X,X,X,X,X
States,New York City,2021,52,X,X,X,X,X,X
States,Alabama,2022,1,435,1,0,0.23,0.23,0
States,Alaska,2022,1,X,X,X,X,X,X
States,Arizona,2022,1,664,36,0,5.42,5.42,0
States,Arkansas,2022,1,363,8,2,2.75,2.2,0.55
States,California,2022,1,13449,129,1,0.97,0.96,0.01
States,Colorado,2022,1,2969,49,0,1.65,1.65,0
States,Connecticut,2022,1,2378,43,0,1.81,1.81,0
States,Delaware,2022,1,X,X,X,X,X,X
States,District of Columbia,2022,1,X,X,X,X,X,X
States,Florida,2022,1,543,14,0,2.58,2.58,0
States,Georgia,2022,1,2879,45,15,2.08,1.56,0.52
States,Hawaii,2022,1,1118,0,0,0,0,0
States,Idaho,2022,1,466,6,2,1.72,1.29,0.43
States,Illinois,2022,1,410,3,0,0.73,0.73,0
States,Indiana,2022,1,965,30,0,3.11,3.11,0
States,Iowa,2022,1,2443,122,0,4.99,4.99,0
States,Kansas,2022,1,406,14,0,3.45,3.45,0
States,Kentucky,2022,1,8985,56,4,0.67,0.62,0.04
States,Louisiana,2022,1,317,4,0,1.26,1.26,0
States,Maine,2022,1,416,29,0,6.97,6.97,0
States,Maryland,2022,1,1068,7,0,0.66,0.66,0
States,Massachusetts,2022,1,2873,72,1,2.54,2.51,0.03
States,Michigan,2022,1,2106,65,1,3.13,3.09,0.05
States,Minnesota,2022,1,7647,478,0,6.25,6.25,0
States,Mississippi,2022,1,73,3,0,4.11,4.11,0
States,Missouri,2022,1,8919,223,0,2.5,2.5,0
States,Montana,2022,1,1736,81,1,4.72,4.67,0.06
States,Nebraska,2022,1,788,46,0,5.84,5.84,0
States,Nevada,2022,1,X,X,X,X,X,X
States,New Hampshire,2022,1,X,X,X,X,X,X
States,New Jersey,2022,1,X,X,X,X,X,X
States,New Mexico,2022,1,6156,265,2,4.34,4.3,0.03
States,New York,2022,1,9711,126,2,1.32,1.3,0.02
States,North Carolina,2022,1,X,X,X,X,X,X
States,North Dakota,2022,1,X,X,X,X,X,X
States,Ohio,2022,1,14345,169,6,1.22,1.18,0.04
States,Oklahoma,2022,1,1176,51,0,4.34,4.34,0
States,Oregon,2022,1,5763,24,10,0.59,0.42,0.17
States,Pennsylvania,2022,1,1975,60,0,3.04,3.04,0
States,Rhode Island,2022,1,X,X,X,X,X,X
States,South Carolina,2022,1,2044,25,1,1.27,1.22,0.05
States,South Dakota,2022,1,1692,146,0,8.63,8.63,0
States,Tennessee,2022,1,177,3,0,1.69,1.69,0
States,Texas,2022,1,11943,218,5,1.87,1.83,0.04
States,Utah,2022,1,X,X,X,X,X,X
States,Vermont,2022,1,577,11,0,1.91,1.91,0
States,Virginia,2022,1,1509,20,1,1.39,1.33,0.07
States,Washington,2022,1,4256,14,0,0.33,0.33,0
States,West Virginia,2022,1,2300,40,0,1.74,1.74,0
States,Wisconsin,2022,1,21094,850,14,4.1,4.03,0.07
States,Wyoming,2022,1,24,2,0,8.33,8.33,0
States,Puerto Rico,2022,1,0,0,0,0,0,0
States,Virgin Islands,2022,1,X,X,X,X,X,X
States,New York City,2022,1,X,X,X,X,X,X
States,Alabama,2022,2,408,1,0,0.25,0.25,0
States,Alaska,2022,2,X,X,X,X,X,X
States,Arizona,2022,2,583,21,0,3.6,3.6,0
States,Arkansas,2022,2,370,4,1,1.35,1.08,0.27
States,California,2022,2,11073,65,2,0.61,0.59,0.02
States,Colorado,2022,2,2457,23,1,0.98,0.94,0.04
States,Connecticut,2022,2,1819,20,1,1.15,1.1,0.05
States,Delaware,2022,2,X,X,X,X,X,X
States,District of Columbia,2022,2,X,X,X,X,X,X
States,Florida,2022,2,382,3,0,0.79,0.79,0
States,Georgia,2022,2,2471,40,5,1.82,1.62,0.2
States,Hawaii,2022,2,1016,1,0,0.1,0.1,0
States,Idaho,2022,2,475,7,1,1.68,1.47,0.21
States,Illinois,2022,2,295,4,0,1.36,1.36,0
States,Indiana,2022,2,1013,7,0,0.69,0.69,0
States,Iowa,2022,2,2366,97,0,4.1,4.1,0
States,Kansas,2022,2,324,8,0,2.47,2.47,0
States,Kentucky,2022,2,8393,43,3,0.55,0.51,0.04
States,Louisiana,2022,2,292,7,0,2.4,2.4,0
States,Maine,2022,2,388,9,0,2.32,2.32,0
States,Maryland,2022,2,900,6,0,0.67,0.67,0
States,Massachusetts,2022,2,2444,29,0,1.19,1.19,0
States,Michigan,2022,2,1841,31,0,1.68,1.68,0
States,Minnesota,2022,2,5595,290,0,5.18,5.18,0
States,Mississippi,2022,2,45,1,2,6.67,2.22,4.44
States,Missouri,2022,2,7674,144,0,1.88,1.88,0
States,Montana,2022,2,1429,39,2,2.87,2.73,0.14
States,Nebraska,2022,2,458,21,0,4.59,4.59,0
States,Nevada,2022,2,X,X,X,X,X,X
States,New Hampshire,2022,2,X,X,X,X,X,X
States,New Jersey,2022,2,X,X,X,X,X,X
States,New Mexico,2022,2,6210,183,2,2.98,2.95,0.03
States,New York,2022,2,8165,50,0,0.61,0.61,0
States,North Carolina,2022,2,X,X,X,X,X,X
States,North Dakota,2022,2,X,X,X,X,X,X
States,Ohio,2022,2,10008,139,17,1.56,1.39,0.17
States,Oklahoma,2022,2,1008,38,0,3.77,3.77,0
States,Oregon,2022,2,4880,30,11,0.84,0.61,0.23
States,Pennsylvania,2022,2,1434,43,0,3,3,0
States,Rhode Island,2022,2,X,X,X,X,X,X
States,South Carolina,2022,2,1766,13,3,0.91,0.74,0.17
States,South Dakota,2022,2,3227,346,1,10.75,10.72,0.03
States,Tennessee,2022,2,182,5,0,2.75,2.75,0
States,Texas,2022,2,11404,230,6,2.07,2.02,0.05
States,Utah,2022,2,X,X,X,X,X,X
States,Vermont,2022,2,493,10,0,2.03,2.03,0
States,Virginia,2022,2,2019,5,1,0.3,0.25,0.05
States,Washington,2022,2,3429,13,0,0.38,0.38,0
States,West Virginia,2022,2,2898,50,1,1.76,1.73,0.03
States,Wisconsin,2022,2,16469,518,12,3.22,3.15,0.07
States,Wyoming,2022,2,25,2,0,8,8,0
States,Puerto Rico,2022,2,0,0,0,0,0,0
States,Virgin Islands,2022,2,X,X,X,X,X,X
States,New York City,2022,2,X,X,X,X,X,X
States,Alabama,2022,3,380,1,0,0.26,0.26,0
States,Alaska,2022,3,X,X,X,X,X,X
States,Arizona,2022,3,566,13,0,2.3,2.3,0
States,Arkansas,2022,3,231,7,0,3.03,3.03,0
States,California,2022,3,8429,51,0,0.61,0.61,0
States,Colorado,2022,3,1938,23,1,1.24,1.19,0.05
States,Connecticut,2022,3,1354,17,0,1.26,1.26,0
States,Delaware,2022,3,X,X,X,X,X,X
States,District of Columbia,2022,3,X,X,X,X,X,X
States,Florida,2022,3,302,7,0,2.32,2.32,0
States,Georgia,2022,3,2046,33,2,1.71,1.61,0.1
States,Hawaii,2022,3,684,0,0,0,0,0
States,Idaho,2022,3,461,8,1,1.95,1.74,0.22
States,Illinois,2022,3,233,2,0,0.86,0.86,0
States,Indiana,2022,3,779,5,0,0.64,0.64,0
States,Iowa,2022,3,2058,77,2,3.84,3.74,0.1
States,Kansas,2022,3,320,7,0,2.19,2.19,0
States,Kentucky,2022,3,7659,43,12,0.72,0.56,0.16
States,Louisiana,2022,3,235,8,1,3.83,3.4,0.43
States,Maine,2022,3,365,13,0,3.56,3.56,0
States,Maryland,2022,3,945,5,0,0.53,0.53,0
States,Massachusetts,2022,3,1741,18,0,1.03,1.03,0
States,Michigan,2022,3,1440,20,0,1.39,1.39,0
States,Minnesota,2022,3,7720,315,0,4.08,4.08,0
States,Mississippi,2022,3,52,0,1,1.92,0,1.92
States,Missouri,2022,3,6049,135,0,2.23,2.23,0
States,Montana,2022,3,1136,49,0,4.31,4.31,0
States,Nebraska,2022,3,436,22,0,5.05,5.05,0
States,Nevada,2022,3,X,X,X,X,X,X
States,New Hampshire,2022,3,X,X,X,X,X,X
States,New Jersey,2022,3,X,X,X,X,X,X
States,New Mexico,2022,3,5388,102,0,1.89,1.89,0
States,New York,2022,3,6000,31,2,0.55,0.52,0.03
States,North Carolina,2022,3,X,X,X,X,X,X
States,North Dakota,2022,3,X,X,X,X,X,X
States,Ohio,2022,3,6121,106,0,1.73,1.73,0
States,Oklahoma,2022,3,888,24,0,2.7,2.7,0
States,Oregon,2022,3,4160,13,22,0.84,0.31,0.53
States,Pennsylvania,2022,3,816,13,1,1.72,1.59,0.12
States,Rhode Island,2022,3,X,X,X,X,X,X
States,South Carolina,2022,3,1555,6,1,0.45,0.39,0.06
States,South Dakota,2022,3,2789,266,1,9.57,9.54,0.04
States,Tennessee,2022,3,159,8,0,5.03,5.03,0
States,Texas,2022,3,8882,205,15,2.48,2.31,0.17
States,Utah,2022,3,X,X,X,X,X,X
States,Vermont,2022,3,414,5,0,1.21,1.21,0
States,Virginia,2022,3,1678,5,0,0.3,0.3,0
States,Washington,2022,3,2549,1,0,0.04,0.04,0
States,West Virginia,2022,3,1907,31,0,1.63,1.63,0
States,Wisconsin,2022,3,14471,489,10,3.45,3.38,0.07
States,Wyoming,2022,3,29,2,0,6.9,6.9,0
States,Puerto Rico,2022,3,0,0,0,0,0,0
States,Virgin Islands,2022,3,X,X,X,X,X,X
States,New York City,2022,3,X,X,X,X,X,X
States,Alabama,2022,4,335,1,0,0.3,0.3,0
States,Alaska,2022,4,X,X,X,X,X,X
States,Arizona,2022,4,420,2,0,0.48,0.48,0
States,Arkansas,2022,4,125,3,0,2.4,2.4,0
States,California,2022,4,6026,44,1,0.75,0.73,0.02
States,Colorado,2022,4,1814,17,0,0.94,0.94,0
States,Connecticut,2022,4,1129,13,0,1.15,1.15,0
States,Delaware,2022,4,X,X,X,X,X,X
States,District of Columbia,2022,4,X,X,X,X,X,X
States,Florida,2022,4,308,10,1,3.57,3.25,0.32
States,Georgia,2022,4,1440,40,6,3.19,2.78,0.42
States,Hawaii,2022,4,712,0,0,0,0,0
States,Idaho,2022,4,283,13,2,5.3,4.59,0.71
States,Illinois,2022,4,209,1,0,0.48,0.48,0
States,Indiana,2022,4,697,10,0,1.43,1.43,0
States,Iowa,2022,4,1779,77,1,4.38,4.33,0.06
States,Kansas,2022,4,306,7,0,2.29,2.29,0
States,Kentucky,2022,4,6343,24,0,0.38,0.38,0
States,Louisiana,2022,4,184,3,0,1.63,1.63,0
States,Maine,2022,4,371,10,0,2.7,2.7,0
States,Maryland,2022,4,859,3,0,0.35,0.35,0
States,Massachusetts,2022,4,1414,11,1,0.85,0.78,0.07
States,Michigan,2022,4,977,7,0,0.72,0.72,0
States,Minnesota,2022,4,7285,211,0,2.9,2.9,0
States,Mississippi,2022,4,35,0,0,0,0,0
States,Missouri,2022,4,4629,121,0,2.61,2.61,0
States,Montana,2022,4,780,43,0,5.51,5.51,0
States,Nebraska,2022,4,372,16,0,4.3,4.3,0
States,Nevada,2022,4,X,X,X,X,X,X
States,New Hampshire,2022,4,X,X,X,X,X,X
States,New Jersey,2022,4,X,X,X,X,X,X
States,New Mexico,2022,4,4387,70,0,1.6,1.6,0
States,New York,2022,4,5096,21,0,0.41,0.41,0
States,North Carolina,2022,4,X,X,X,X,X,X
States,North Dakota,2022,4,X,X,X,X,X,X
States,Ohio,2022,4,4994,118,3,2.42,2.36,0.06
States,Oklahoma,2022,4,846,23,0,2.72,2.72,0
States,Oregon,2022,4,4576,19,16,0.76,0.42,0.35
States,Pennsylvania,2022,4,791,21,0,2.65,2.65,0
States,Rhode Island,2022,4,X,X,X,X,X,X
States,South Carolina,2022,4,1456,17,2,1.3,1.17,0.14
States,South Dakota,2022,4,1512,131,2,8.8,8.66,0.13
States,Tennessee,2022,4,119,4,0,3.36,3.36,0
States,Texas,2022,4,6922,185,2,2.7,2.67,0.03
States,Utah,2022,4,X,X,X,X,X,X
States,Vermont,2022,4,361,3,0,0.83,0.83,0
States,Virginia,2022,4,1623,1,0,0.06,0.06,0
States,Washington,2022,4,2080,0,0,0,0,0
States,West Virginia,2022,4,1978,34,0,1.72,1.72,0
States,Wisconsin,2022,4,10367,384,9,3.79,3.7,0.09
States,Wyoming,2022,4,12,2,0,16.67,16.67,0
States,Puerto Rico,2022,4,0,0,0,0,0,0
States,Virgin Islands,2022,4,X,X,X,X,X,X
States,New York City,2022,4,X,X,X,X,X,X
States,Alabama,2022,5,305,0,0,0,0,0
States,Alaska,2022,5,X,X,X,X,X,X
States,Arizona,2022,5,412,7,0,1.7,1.7,0
States,Arkansas,2022,5,91,0,0,0,0,0
States,California,2022,5,5319,32,1,0.62,0.6,0.02
States,Colorado,2022,5,1698,20,0,1.18,1.18,0
States,Connecticut,2022,5,1055,17,0,1.61,1.61,0
States,Delaware,2022,5,X,X,X,X,X,X
States,District of Columbia,2022,5,X,X,X,X,X,X
States,Florida,2022,5,273,9,0,3.3,3.3,0
States,Georgia,2022,5,1679,44,5,2.92,2.62,0.3
States,Hawaii,2022,5,640,0,2,0.31,0,0.31
States,Idaho,2022,5,284,2,0,0.7,0.7,0
States,Illinois,2022,5,166,1,0,0.6,0.6,0
States,Indiana,2022,5,480,8,0,1.67,1.67,0
States,Iowa,2022,5,1603,92,1,5.8,5.74,0.06
States,Kansas,2022,5,230,3,0,1.3,1.3,0
States,Kentucky,2022,5,4186,23,0,0.55,0.55,0
States,Louisiana,2022,5,163,5,0,3.07,3.07,0
States,Maine,2022,5,301,2,0,0.66,0.66,0
States,Maryland,2022,5,840,1,1,0.24,0.12,0.12
States,Massachusetts,2022,5,1170,8,0,0.68,0.68,0
States,Michigan,2022,5,954,17,0,1.78,1.78,0
States,Minnesota,2022,5,3374,78,0,2.31,2.31,0
States,Mississippi,2022,5,40,4,0,10,10,0
States,Missouri,2022,5,3075,84,1,2.76,2.73,0.03
States,Montana,2022,5,690,15,0,2.17,2.17,0
States,Nebraska,2022,5,494,33,0,6.68,6.68,0
States,Nevada,2022,5,X,X,X,X,X,X
States,New Hampshire,2022,5,X,X,X,X,X,X
States,New Jersey,2022,5,X,X,X,X,X,X
States,New Mexico,2022,5,3324,43,1,1.32,1.29,0.03
States,New York,2022,5,4493,31,1,0.71,0.69,0.02
States,North Carolina,2022,5,X,X,X,X,X,X
States,North Dakota,2022,5,X,X,X,X,X,X
States,Ohio,2022,5,4637,129,6,2.91,2.78,0.13
States,Oklahoma,2022,5,474,24,0,5.06,5.06,0
States,Oregon,2022,5,3767,13,5,0.48,0.35,0.13
States,Pennsylvania,2022,5,739,15,0,2.03,2.03,0
States,Rhode Island,2022,5,X,X,X,X,X,X
States,South Carolina,2022,5,1233,2,0,0.16,0.16,0
States,South Dakota,2022,5,923,153,2,16.79,16.58,0.22
States,Tennessee,2022,5,95,4,0,4.21,4.21,0
States,Texas,2022,5,4923,206,5,4.29,4.18,0.1
States,Utah,2022,5,X,X,X,X,X,X
States,Vermont,2022,5,321,13,0,4.05,4.05,0
States,Virginia,2022,5,1381,6,1,0.51,0.43,0.07
States,Washington,2022,5,1538,2,0,0.13,0.13,0
States,West Virginia,2022,5,1363,39,1,2.93,2.86,0.07
States,Wisconsin,2022,5,8959,379,8,4.32,4.23,0.09
States,Wyoming,2022,5,12,0,0,0,0,0
States,Puerto Rico,2022,5,0,0,0,0,0,0
States,Virgin Islands,2022,5,X,X,X,X,X,X
States,New York City,2022,5,X,X,X,X,X,X
States,Alabama,2022,6,322,0,0,0,0,0
States,Alaska,2022,6,X,X,X,X,X,X
States,Arizona,2022,6,326,10,0,3.07,3.07,0
States,Arkansas,2022,6,120,1,0,0.83,0.83,0
States,California,2022,6,4349,28,0,0.64,0.64,0
States,Colorado,2022,6,3027,17,0,0.56,0.56,0
States,Connecticut,2022,6,970,12,0,1.24,1.24,0
States,Delaware,2022,6,X,X,X,X,X,X
States,District of Columbia,2022,6,X,X,X,X,X,X
States,Florida,2022,6,276,17,0,6.16,6.16,0
States,Georgia,2022,6,1270,47,6,4.17,3.7,0.47
States,Hawaii,2022,6,482,0,1,0.21,0,0.21
States,Idaho,2022,6,261,2,0,0.77,0.77,0
States,Illinois,2022,6,205,6,1,3.41,2.93,0.49
States,Indiana,2022,6,415,15,0,3.61,3.61,0
States,Iowa,2022,6,1294,132,1,10.28,10.2,0.08
